ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
sabaic-1102_manmalewarrior-1,,sabaic,1102_manmalewarrior,"ˀys₁, ˀs₁",ʔjs₁,ʔ j s ¹,,,198,,^ ʔ j s ₁ $,default
minaean-1103_personnedesexemasculinmalepersonman-1,,minaean,1103_personnedesexemasculinmalepersonman,ˀns₁,ʔns₁,ʔ n s ¹,,,198,,^ ʔ n s ₁ $,default
qatabanian-1104_personsomeoneoneeachfriendcompanion-1,,qatabanian,1104_personsomeoneoneeachfriendcompanion,ˀns₁,ʔns₁,ʔ n s ¹,,,198,,^ ʔ n s ₁ $,default
qatabanian-1105_mansomeoneone-1,,qatabanian,1105_mansomeoneone,ˀs₁,ʔs₁,ʔ s ¹,,,198,,^ ʔ s ₁ $,default
ps-1106_frontpartofbodychestbellyinterior-1,,ps,1106_frontpartofbodychestbellyinterior,*gaw(w)iˀ-,gawiʔ-,g a w i ʔ,,,199,,^ g a w i ʔ - $,default
akkadian-1107_figureshape-1,,akkadian,1107_figureshape,gattu,gattu,g a t t u,,,199,,^ g a t t u $,default
hebrew-282_back-2,,hebrew,282_back,"gaw, gēw",gaw,g a w,,,199,,^ g a w $,default
hebrew-1108_bodycorpse-1,,hebrew,1108_bodycorpse,gəwiyyā,gəwijjaː,g ə w i j j aː,,,199,,^ g ə w i j j aː $,default
jewishpalestinianaramaic-292_body-1,,jewishpalestinianaramaic,292_body,"gwiytā, giwytā",gwijtaː,g w i j t aː,,,199,,^ g w i j t aː $,default
jewishbabylonianaramaic-1109_bellyinnermost-1,,jewishbabylonianaramaic,1109_bellyinnermost,"gēw, gaw, gawwā",geːw,g eː w,,,199,,^ g eː w $,default
jewishbabylonianaramaic-1110_euphformalesexualorgan-1,,jewishbabylonianaramaic,1110_euphformalesexualorgan,gwyyh,gwjjh,g w j j h,,,199,,^ g w j j h $,default
syriac-1111_intestinaviscera-1,,syriac,1111_intestinaviscera,gəwāyā,gəwaːjaː,g ə w aː j aː,,,199,,^ g ə w aː j aː $,default
mandaic-1112_bodyentrails-1,,mandaic,1112_bodyentrails,giuta,giuta,g i u t a,,,199,,^ g i u t a $,default
arabic-711_breast-1,,arabic,711_breast,ǯuˀǯuˀ-,guʔguʔ-,g u ʔ g u ʔ,,,199,,^ g u ʔ g u ʔ - $,default
arabic-1113_insideinterior-1,,arabic,1113_insideinterior,ǯaww-,gaww-,g a w w,,,199,,^ g a w w - $,default
arabic-1114_tohaveabreastdisease-1,,arabic,1114_tohaveabreastdisease,ǯwy,gwj,g w j,,,199,,^ g w j $,default
minaean-1115_partieinterieureduneconstructioninteriorpartofaconstruction-1,,minaean,1115_partieinterieureduneconstructioninteriorpartofaconstruction,gw-n,gw-n,g w n,,,199,,^ g w - n $,default
geez-1116_areabetweenthethighslap-1,,geez,1116_areabetweenthethighslap,gʷəyyā,gʷəjjaː,gʷ ə j j aː,,,199,,^ gʷ ə j j aː $,default
tigre-1117_toatnear-1,,tigre,1117_toatnear,go,go,g o,,,199,,^ g o $,default
amharic-1118_breastuddernipple-1,,amharic,1118_breastuddernipple,"gat, gət",gat,g a t,,,199,,^ g a t $,default
amharic-1119_areabetweenthethighslapspacebetweenthebodyandonesgarments-1,,amharic,1119_areabetweenthethighslapspacebetweenthebodyandonesgarments,gʷəyya (guyya),gʷəjja,gʷ ə j j a,,,199,,^ gʷ ə j j a $,default
chaha-292_body-1,,chaha,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
ezha-292_body-1,,ezha,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
ennemor-292_body-1,,ennemor,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
gyeto-292_body-1,,gyeto,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
muher-292_body-1,,muher,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
masqan-292_body-1,,masqan,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
gogot-292_body-1,,gogot,292_body,gäg,gæg,g æ g,,,199,,^ g æ g $,default
jibbali-1120_cheastbreast-1,,jibbali,1120_cheastbreast,gέhεˀ,gɛhεʔ,g ɛ h ɛ ʔ,,,199,,^ g ɛ h ε ʔ $,default
soqotri-1121_chestbreast-1,,soqotri,1121_chestbreast,gέhɛ,gɛhɛ,g ɛ h ɛ,,,199,,^ g ɛ h ɛ $,default
parm-1113_insideinterior-1,,parm,1113_insideinterior,*gaww-,gaww-,g a w w,,,200,,^ g a w w - $,default
oldaramaic-1122_interior-1,,oldaramaic,1122_interior,gw,gw,g w,,,200,,^ g w $,default
biblicalaramaic-1123_interiorinnerpart-1,,biblicalaramaic,1123_interiorinnerpart,gw,gw,g w,,,200,,^ g w $,default
jewishpalestinianaramaic-1124_insideonin-1,,jewishpalestinianaramaic,1124_insideonin,gw,gw,g w,,,200,,^ g w $,default
jewishbabylonianaramaic-1125_innerpart-1,,jewishbabylonianaramaic,1125_innerpart,gawwāˀā,gawwaːʔaː,g a w w aː ʔ aː,,,200,,^ g a w w aː ʔ aː $,default
syriac-1126_innerpartofthebodystomach-1,,syriac,1126_innerpartofthebodystomach,gawwā,gawwaː,g a w w aː,,,200,,^ g a w w aː $,default
mandaic-1127_insideinterior-1,,mandaic,1127_insideinterior,gaua,gaua,g a u a,,,200,,^ g a u a $,default
maalula-1122_interior-1,,maalula,1122_interior,γawwa,ɣawwa,ɣ a w w a,,,200,,^ ɣ a w w a $,default
turoyo-1128_bauchinneres-1,,turoyo,1128_bauchinneres,gawo,gawo,g a w o,,,200,,^ g a w o $,default
parm-1129_tobestrong-1,,parm,1129_tobestrong,*ḥsn,ħsn,ħ s n,,,201,,^ ħ s n $,default
oldaramaic-1130_fortificationstronghold-1,,oldaramaic,1130_fortificationstronghold,ḥsn,ħsn,ħ s n,,,201,,^ ħ s n $,default
biblicalaramaic-1131_totakepossesionofoccupy-1,,biblicalaramaic,1131_totakepossesionofoccupy,ḥsn,ħsn,ħ s n,,,201,,^ ħ s n $,default
jewishpalestinianaramaic-1132_hardstrong-1,,jewishpalestinianaramaic,1132_hardstrong,ḥsyn,ħsjn,ħ s j n,,,201,,^ ħ s j n $,default
jewishbabylonianaramaic-1133_aphtobequethtotakepossession-1,,jewishbabylonianaramaic,1133_aphtobequethtotakepossession,ḥsn,ħsn,ħ s n,,,201,,^ ħ s n $,default
syriac-1129_tobestrong-1,,syriac,1129_tobestrong,ḥsn,ħsn,ħ s n,,,201,,^ ħ s n $,default
ps-1134_tobesteadfastsurereliable-1,,ps,1134_tobesteadfastsurereliable,*kwn/*kyn,kwn,k w n,,,202,,^ k w n $,default
akkadian-1135_tobefirminplacetoremainstationarytobereliablecorrect-1,,akkadian,1135_tobefirminplacetoremainstationarytobereliablecorrect,kânu,kânu,k â n u,,,202,,^ k â n u $,default
akkadian-1136_yes-1,,akkadian,1136_yes,kēna,keːna,k eː n a,,,202,,^ k eː n a $,default
hebrew-1137_correctrightcertain-1,,hebrew,1137_correctrightcertain,kēn,keːn,k eː n,,,202,,^ k eː n $,default
protomsa-1138_tobenumerous-1,,protomsa,1138_tobenumerous,*kwn/*kyn,kwn,k w n,,,203,,^ k w n $,default
mehri-1139_muchmanyalotof-1,,mehri,1139_muchmanyalotof,mēkən,meːkən,m eː k ə n,,,203,,^ m eː k ə n $,default
jibbali-1140_many-1,,jibbali,1140_many,mέkən,mɛkən,m ɛ k ə n,,,203,,^ m ɛ k ə n $,default
ps-1141_tofumigate-1,,ps,1141_tofumigate,*ḳṭr,qˤtˤr,qˤ tˤ r,,,204,,^ qˤ tˤ r $,default
akkadian-1142_smoke-1,,akkadian,1142_smoke,ḳutru,qˤutru,qˤ u t r u,,,204,,^ qˤ u t r u $,default
ugaritic-1142_smoke-1,,ugaritic,1142_smoke,ḳṭr,qˤtˤr,qˤ tˤ r,,,204,,^ qˤ tˤ r $,default
hebrew-1143_tomakeasacrificetogoupinsmoke-1,,hebrew,1143_tomakeasacrificetogoupinsmoke,ḳṭr,qˤtˤr,qˤ tˤ r,,,204,,^ qˤ tˤ r $,default
jewishbabylonianaramaic-1142_smoke-1,,jewishbabylonianaramaic,1142_smoke,ḳuṭrā,qˤutˤraː,qˤ u tˤ r aː,,,204,,^ qˤ u tˤ r aː $,default
mandaic-1141_tofumigate-1,,mandaic,1141_tofumigate,gṭr,gtˤr,g tˤ r,,,204,,^ g tˤ r $,default
mandaic-1142_smoke-1,,mandaic,1142_smoke,guṭra,gutˤra,g u tˤ r a,,,204,,^ g u tˤ r a $,default
arabic-1144_toexhaleascenttosmoke-1,,arabic,1144_toexhaleascenttosmoke,qtr,qtr,q t r,,,204,,^ q t r $,default
arabic-1145_aloewoodwithwhichonefumigates-1,,arabic,1145_aloewoodwithwhichonefumigates,quṭr-,qutˤr-,q u tˤ r,,,204,,^ q u tˤ r - $,default
sabaic-1146_incensealtar-1,,sabaic,1146_incensealtar,mḳṭr,mqˤtˤr,m qˤ tˤ r,,,204,,^ m qˤ tˤ r $,default
pcs-1147_mountain-1,,pcs,1147_mountain,*ṯ̣ūr-,θˤuːr-,θˤ uː r,,,205,,^ θˤ uː r - $,default
akkadian-1148_cliffrock-1,,akkadian,1148_cliffrock,ṣūru,sˤuːru,sˤ uː r u,,,205,,^ sˤ uː r u $,default
ugaritic-1147_mountain-1,,ugaritic,1147_mountain,γr,ɣr,ɣ r,,,205,,^ ɣ r $,default
hebrew-1149_rock-1,,hebrew,1149_rock,ṣūr,sˤuːr,sˤ uː r,,,205,,^ sˤ uː r $,default
jewishbabylonianaramaic-1147_mountain-1,,jewishbabylonianaramaic,1147_mountain,ṭūrā,tˤuːraː,tˤ uː r aː,,,205,,^ tˤ uː r aː $,default
syriac-1147_mountain-1,,syriac,1147_mountain,ṭurā,tˤuraː,tˤ u r aː,,,205,,^ tˤ u r aː $,default
mandaic-1150_mountainhill-1,,mandaic,1150_mountainhill,ṭura,tˤura,tˤ u r a,,,205,,^ tˤ u r a $,default
turoyo-1151_mountainmountainrange-1,,turoyo,1151_mountainmountainrange,ṭuro,tˤuro,tˤ u r o,,,205,,^ tˤ u r o $,default
sabaic-1147_mountain-1,,sabaic,1147_mountain,ṯ̣wr,θˤwr,θˤ w r,,,205,,^ θˤ w r $,default
ps-102_tosee-1,,ps,102_tosee,*ḥḏy/*ḥzy,ħðj,ħ ð j,,,206,,^ ħ ð j $,default
ugaritic-1152_toseetolooktoobserve-1,,ugaritic,1152_toseetolooktoobserve,ḥdy,ħdj,ħ d j,,,206,,^ ħ d j $,default
phoenician-102_tosee-1,,phoenician,102_tosee,ḥz,ħz,ħ z,,,206,,^ ħ z $,default
hebrew-1153_toseebehold-1,,hebrew,1153_toseebehold,ḥzy,ħzj,ħ z j,,,206,,^ ħ z j $,default
oldaramaic-102_tosee-1,,oldaramaic,102_tosee,ḥzy,ħzj,ħ z j,,,206,,^ ħ z j $,default
biblicalaramaic-1154_toseetoperceive-1,,biblicalaramaic,1154_toseetoperceive,ḥăzā,ħăzaː,ħ ă z aː,,,206,,^ ħ ă z aː $,default
jewishbabylonianaramaic-1155_toseelookat-1,,jewishbabylonianaramaic,1155_toseelookat,ḥzy,ħzj,ħ z j,,,206,,^ ħ z j $,default
syriac-102_tosee-1,,syriac,102_tosee,ḥzy,ħzj,ħ z j,,,206,,^ ħ z j $,default
mandaic-1156_toseelook-1,,mandaic,1156_toseelook,hza,hza,h z a,,,206,,^ h z a $,default
mlahso-1157_sehenfindentoseetofind-1,,mlahso,1157_sehenfindentoseetofind,ḥzy,ħzj,ħ z j,,,206,,^ ħ z j $,default
turoyo-1158_isehenfindentoseefind-1,,turoyo,1158_isehenfindentoseefind,ḥzy,ħzj,ħ z j,,,206,,^ ħ z j $,default
arabic-1159_todivinefromtheflightofbirds-1,,arabic,1159_todivinefromtheflightofbirds,ḥzw,ħzw,ħ z w,,,206,,^ ħ z w $,default
amharic-102_tosee-1,,amharic,102_tosee,ayyä,ajjæ,a j j æ,,,206,,^ a j j æ $,default
harari-1160_tolooktowatchsomething-1,,harari,1160_tolooktowatchsomething,ḥēǯä,ħeːgæ,ħ eː g æ,,,206,,^ ħ eː g æ $,default
selti-102_tosee-1,,selti,102_tosee,anže,anže,a n ž e,,,206,,^ a n ž e $,default
wolane-102_tosee-1,,wolane,102_tosee,anže,anže,a n ž e,,,206,,^ a n ž e $,default
gafat-1161_voirtosee-1,,gafat,1161_voirtosee,aǯǯä,aggæ,a g g æ,,,206,,^ a g g æ $,default
chaha-102_tosee-1,,chaha,102_tosee,ažä/ašä,ažæ,a ž æ,,,206,,^ a ž æ $,default
endegen-102_tosee-1,,endegen,102_tosee,ašä,aʃæ,a ʃ æ,,,206,,^ a ʃ æ $,default
gyeto-102_tosee-1,,gyeto,102_tosee,ašä,aʃæ,a ʃ æ,,,206,,^ a ʃ æ $,default
pc-612_lord-1,,pc,612_lord,*ˀadān-,ʔadaːn-,ʔ a d aː n,,,207,,^ ʔ a d aː n - $,default
ugaritic-1162_lordmasternoblefather-1,,ugaritic,1162_lordmasternoblefather,ˀadn,ʔadn,ʔ a d n,,,207,,^ ʔ a d n $,default
ugaritic-1163_placeofdominion-1,,ugaritic,1163_placeofdominion,ˀudn,ʔudn,ʔ u d n,,,207,,^ ʔ u d n $,default
ugaritic-1164_lady-1,,ugaritic,1164_lady,ˀadt,ʔadt,ʔ a d t,,,207,,^ ʔ a d t $,default
phoenician-612_lord-1,,phoenician,612_lord,ˀdn,ʔdn,ʔ d n,,,207,,^ ʔ d n $,default
phoenician-1164_lady-1,,phoenician,1164_lady,ˀdt,ʔdt,ʔ d t,,,207,,^ ʔ d t $,default
hebrew-1165_lordmaster-1,,hebrew,1165_lordmaster,ˀādōn,ʔaːdoːn,ʔ aː d oː n,,,207,,^ ʔ aː d oː n $,default
palmyrean-1164_lady-1,,palmyrean,1164_lady,ˀdth,ʔdth,ʔ d t h,,,207,,^ ʔ d t h $,default
nabataean-612_lord-1,,nabataean,612_lord,ˀdwnh,ʔdwnh,ʔ d w n h,,,207,,^ ʔ d w n h $,default
jewishpalestinianaramaic-612_lord-1,,jewishpalestinianaramaic,612_lord,ˀdwn(h),ʔdwn,ʔ d w n,,,207,,^ ʔ d w n $,default
pc-1166_tobegreatstrongmagnificent-1,,pc,1166_tobegreatstrongmagnificent,*ˀdr,ʔdr,ʔ d r,,,208,,^ ʔ d r $,default
ugaritic-1167_wonderfulmagnificentstrongofgoodquality-1,,ugaritic,1167_wonderfulmagnificentstrongofgoodquality,ˀadr,ʔadr,ʔ a d r,,,208,,^ ʔ a d r $,default
ugaritic-1168_nobilitythemostnoble-1,,ugaritic,1168_nobilitythemostnoble,ˀudr,ʔudr,ʔ u d r,,,208,,^ ʔ u d r $,default
phoenician-1169_tobemightypowerful-1,,phoenician,1169_tobemightypowerful,ˀdr,ʔdr,ʔ d r,,,208,,^ ʔ d r $,default
phoenician-1170_greatmightygrandillustrioussplendid-1,,phoenician,1170_greatmightygrandillustrioussplendid,ˀdr,ʔdr,ʔ d r,,,208,,^ ʔ d r $,default
hebrew-1171_tobeglorious-1,,hebrew,1171_tobeglorious,ˀdr,ʔdr,ʔ d r,,,208,,^ ʔ d r $,default
hebrew-1172_mightymagnificent-1,,hebrew,1172_mightymagnificent,ˀaddīr,ʔaddiːr,ʔ a d d iː r,,,208,,^ ʔ a d d iː r $,default
hebrew-1173_splendor-1,,hebrew,1173_splendor,ˀädär,ʔædær,ʔ æ d æ r,,,208,,^ ʔ æ d æ r $,default
hebrew-1173_splendor-2,,hebrew,1173_splendor,ˀaddärät,ʔaddæræt,ʔ a d d æ r æ t,,,208,,^ ʔ a d d æ r æ t $,default
jewishpalestinianaramaic-1174_mighty-1,,jewishpalestinianaramaic,1174_mighty,ˀdyr,ʔdjr,ʔ d j r,,,208,,^ ʔ d j r $,default
pc-1175_tolove-1,,pc,1175_tolove,*ˀhb,ʔhb,ʔ h b,,,210,,^ ʔ h b $,default
ugaritic-1175_tolove-1,,ugaritic,1175_tolove,ˀhb,ʔhb,ʔ h b,,,210,,^ ʔ h b $,default
hebrew-1176_tolikelove-1,,hebrew,1176_tolikelove,ˀhb,ʔhb,ʔ h b,,,210,,^ ʔ h b $,default
hebrew-1177_love-1,,hebrew,1177_love,ˀahăbā,ʔahăbaː,ʔ a h ă b aː,,,210,,^ ʔ a h ă b aː $,default
pc-1178_thereisnot-1,,pc,1178_thereisnot,*ˀayn-,ʔajn-,ʔ a j n,,,212,,^ ʔ a j n - $,default
ugaritic-1178_thereisnot-1,,ugaritic,1178_thereisnot,ˀin,ʔin,ʔ i n,,,212,,^ ʔ i n $,default
phoenician-1178_thereisnot-1,,phoenician,1178_thereisnot,ennu,ennu,e n n u,,,212,,^ e n n u $,default
phoenician-1178_thereisnot-2,,phoenician,1178_thereisnot,ynny,jnnj,j n n j,,,212,,^ j n n j $,default
hebrew-1178_thereisnot-1,,hebrew,1178_thereisnot,"ˀayin, ˀēn",ʔajin,ʔ a j i n,,,212,,^ ʔ a j i n $,default
moabite-1178_thereisnot-1,,moabite,1178_thereisnot,ˀn,ʔn,ʔ n,,,212,,^ ʔ n $,default
pc-1179_vigorwealth-1,,pc,1179_vigorwealth,*ˀān-,ʔaːn-,ʔ aː n,,,213,,^ ʔ aː n - $,default
ugaritic-1180_strength-1,,ugaritic,1180_strength,ˀan,ʔan,ʔ a n,,,213,,^ ʔ a n $,default
hebrew-1181_powerwealth-1,,hebrew,1181_powerwealth,ˀōn,ʔoːn,ʔ oː n,,,213,,^ ʔ oː n $,default
pc-1182_misfortune-1,,pc,1182_misfortune,*ˀawn-,ʔawn-,ʔ a w n,,,214,,^ ʔ a w n - $,default
ugaritic-1183_griefmisfortune-1,,ugaritic,1183_griefmisfortune,ˀun,ʔun,ʔ u n,,,214,,^ ʔ u n $,default
hebrew-1184_disastersininjusticetroublesorrowwickedness-1,,hebrew,1184_disastersininjusticetroublesorrowwickedness,ˀāwän,ʔaːwæn,ʔ aː w æ n,,,214,,^ ʔ aː w æ n $,default
pc-1185_ship-1,,pc,1185_ship,*ˀVny(-at)-,ʔ-nj-,ʔ n j,,,215,,^ ʔ - n j - $,default
ugaritic-1185_ship-1,,ugaritic,1185_ship,ˀany(t),ʔanj,ʔ a n j,,,215,,^ ʔ a n j $,default
amarnacanaanite-1186_shipboat-1,,amarnacanaanite,1186_shipboat,a-na-yi,a-na-ji,a n a j i,,,215,,^ a - n a - j i $,default
hebrew-1185_ship-1,,hebrew,1185_ship,ˀŏniyyā,ʔŏnijjaː,ʔ ŏ n i j j aː,,,215,,^ ʔ ŏ n i j j aː $,default
ps-1187_vesselreceptacle-1,,ps,1187_vesselreceptacle,*ˀVnVy-,ʔ-n-j-,ʔ n j,,,216,,^ ʔ - n - j - $,default
akkadian-1188_beweglichehabemoveableproperty-1,,akkadian,1188_beweglichehabemoveableproperty,nuwātu,nuwaːtu,n u w aː t u,,,216,,^ n u w aː t u $,default
akkadian-1189_vesseltoolsequipment-1,,akkadian,1189_vesseltoolsequipment,unūtu,unuːtu,u n uː t u,,,216,,^ u n uː t u $,default
hebrew-1190_shipsfleet-1,,hebrew,1190_shipsfleet,ˀŏnī,ʔŏniː,ʔ ŏ n iː,,,216,,^ ʔ ŏ n iː $,default
arabic-1191_vessel-1,,arabic,1191_vessel,ˀināˀ-,ʔinaːʔ-,ʔ i n aː ʔ,,,216,,^ ʔ i n aː ʔ - $,default
arabic-1192_port-1,,arabic,1192_port,mīnāˀ-,miːnaːʔ-,m iː n aː ʔ,,,216,,^ m iː n aː ʔ - $,default
geez-1193_vesselutensilinstrument-1,,geez,1193_vesselutensilinstrument,nəwāy,nəwaːj,n ə w aː j,,,216,,^ n ə w aː j $,default
pc-1194_wheel-1,,pc,1194_wheel,*ˀVpn-,ʔ-pn-,ʔ p n,,,217,,^ ʔ - p n - $,default
ugaritic-1194_wheel-1,,ugaritic,1194_wheel,ˀapn,ʔapn,ʔ a p n,,,217,,^ ʔ a p n $,default
hebrew-1194_wheel-1,,hebrew,1194_wheel,ˀōpan,ʔoːpan,ʔ oː p a n,,,217,,^ ʔ oː p a n $,default
syriac-1195_wheels-1,,syriac,1195_wheels,ˀopne,ʔopne,ʔ o p n e,,,217,,^ ʔ o p n e $,default
pc-1196_extremity-1,,pc,1196_extremity,*ˀaps-,ʔaps-,ʔ a p s,,,218,,^ ʔ a p s - $,default
ugaritic-1197_extremityedgeend-1,,ugaritic,1197_extremityedgeend,ˀaps,ʔaps,ʔ a p s,,,218,,^ ʔ a p s $,default
amarnacanaanite-1196_extremity-1,,amarnacanaanite,1196_extremity,up-sí-ḫi,up-sí-xi,u p s í x i,,,218,,^ u p - s í - x i $,default
phoenician-1198_only-1,,phoenician,1198_only,ˀps,ʔps,ʔ p s,,,218,,^ ʔ p s $,default
hebrew-1199_extremityendendnothingnothingnessnotwithstanding-1,,hebrew,1199_extremityendendnothingnothingnessnotwithstanding,ˀäpäs,ʔæpæs,ʔ æ p æ s,,,218,,^ ʔ æ p æ s $,default
hebrew-1200_tobeatanendtobenomore-1,,hebrew,1200_tobeatanendtobenomore,ˀps,ʔps,ʔ p s,,,218,,^ ʔ p s $,default
hebrew-1201_thetwoextremities-1,,hebrew,1201_thetwoextremities,ˀopsayim,ʔopsajim,ʔ o p s a j i m,,,218,,^ ʔ o p s a j i m $,default
pc-1202_window-1,,pc,1202_window,*ˀarubb-at-,ʔarubb-at-,ʔ a r u b b a t,,,219,,^ ʔ a r u b b - a t - $,default
ugaritic-1203_skylightwindow-1,,ugaritic,1203_skylightwindow,ˀurbt,ʔurbt,ʔ u r b t,,,219,,^ ʔ u r b t $,default
hebrew-1204_holeinthewallthroughwhichthesmokepasses-1,,hebrew,1204_holeinthewallthroughwhichthesmokepasses,ˀărubbā,ʔărubbaː,ʔ ă r u b b aː,,,219,,^ ʔ ă r u b b aː $,default
ps-1205_tobemassivecompactheavy-1,,ps,1205_tobemassivecompactheavy,*ˁms,ʕms,ʕ m s,,,220,,^ ʕ m s $,default
syriac-1206_etptobedrawntogetherpressedtogether-1,,syriac,1206_etptobedrawntogetherpressedtogether,ˁms,ʕms,ʕ m s,,,220,,^ ʕ m s $,default
arabic-1207_tobehardstrong-1,,arabic,1207_tobehardstrong,ˁms,ʕms,ʕ m s,,,220,,^ ʕ m s $,default
tigre-1208_tobecomepregnant-1,,tigre,1208_tobecomepregnant,ˁamsä,ʕamsæ,ʕ a m s æ,,,220,,^ ʕ a m s æ $,default
pc-1209_partoftheeye-1,,pc,1209_partoftheeye,*ˁapˁap-,ʕapʕap-,ʕ a p ʕ a p,,,221,,^ ʕ a p ʕ a p - $,default
ugaritic-1210_pupilofeye-1,,ugaritic,1210_pupilofeye,ˁpˁp,ʕpʕp,ʕ p ʕ p,,,221,,^ ʕ p ʕ p $,default
hebrew-1211_eyelasheseyes-1,,hebrew,1211_eyelasheseyes,ˁapˁappayim,ʕapʕappajim,ʕ a p ʕ a p p a j i m,,,221,,^ ʕ a p ʕ a p p a j i m $,default
pc-1212_citytown-1,,pc,1212_citytown,*ˁīr-,ʕiːr-,ʕ iː r,,,222,,^ ʕ iː r - $,default
ugaritic-1213_city-1,,ugaritic,1213_city,ˁr,ʕr,ʕ r,,,222,,^ ʕ r $,default
phoenician-1214_town-1,,phoenician,1214_town,ˁr,ʕr,ʕ r,,,222,,^ ʕ r $,default
hebrew-1212_citytown-1,,hebrew,1212_citytown,ˁīr,ʕiːr,ʕ iː r,,,222,,^ ʕ iː r $,default
pc-1215_byatfrom-1,,pc,1215_byatfrom,*bād-/*bad-,baːd-,b aː d,,,223,,^ b aː d - $,default
pc-1216_tolookfor-1,,pc,1216_tolookfor,*bḳṯ,bqˤθ,b qˤ θ,,,224,,^ b qˤ θ $,default
ugaritic-1217_tosearchfortolookfortoinvestigatetofindout-1,,ugaritic,1217_tosearchfortolookfortoinvestigatetofindout,bḳṯ,bqˤθ,b qˤ θ,,,224,,^ b qˤ θ $,default
phoenician-1218_toseektolookfor-1,,phoenician,1218_toseektolookfor,bḳš,bqˤʃ,b qˤ ʃ,,,224,,^ b qˤ ʃ $,default
hebrew-1219_pitosearchfortodemand-1,,hebrew,1219_pitosearchfortodemand,bḳš,bqˤʃ,b qˤ ʃ,,,224,,^ b qˤ ʃ $,default
pws-1220_todigout-1,,pws,1220_todigout,*bḳṯ,bqˤθ,b qˤ θ,,,225,,^ b qˤ θ $,default
tigrinya-1221_topulluptouprootplantstrees-1,,tigrinya,1221_topulluptouprootplantstrees,bäḳḳʷäsä,bæqˤqˤʷæsæ,b æ qˤ qʷˤ æ s æ,,,225,,^ b æ qˤ qˤʷ æ s æ $,default
jibbali-1222_todigawaytodiguptodigfor-1,,jibbali,1222_todigawaytodiguptodigfor,bɔ́ḳɔ́ṯ,bɔ́qˤɔ́θ,b ɔ́ qˤ ɔ́ θ,,,225,,^ b ɔ́ qˤ ɔ́ θ $,default
jibbali-1223_tothrowthingsaroundwhilesearching-1,,jibbali,1223_tothrowthingsaroundwhilesearching,bɔ́tḳəṯ,bɔ́tqˤəθ,b ɔ́ t qˤ ə θ,,,225,,^ b ɔ́ t qˤ ə θ $,default
pc-1224_iron-1,,pc,1224_iron,*barḏill-,barðill-,b a r ð i l l,,,226,,^ b a r ð i l l - $,default
ugaritic-1224_iron-1,,ugaritic,1224_iron,brḏl,brðl,b r ð l,,,226,,^ b r ð l $,default
phoenician-1224_iron-1,,phoenician,1224_iron,brzl,brzl,b r z l,,,226,,^ b r z l $,default
hebrew-1224_iron-1,,hebrew,1224_iron,barzäl,barzæl,b a r z æ l,,,226,,^ b a r z æ l $,default
pc-1225_tospeak-1,,pc,1225_tospeak,*dbr,dbr,d b r,,,227,,^ d b r $,default
ugaritic-761_tosay-1,,ugaritic,761_tosay,dbr,dbr,d b r,,,227,,^ d b r $,default
phoenician-1225_tospeak-1,,phoenician,1225_tospeak,dbr,dbr,d b r,,,227,,^ d b r $,default
phoenician-1226_word-1,,phoenician,1226_word,dbr,dbr,d b r,,,227,,^ d b r $,default
hebrew-1225_tospeak-1,,hebrew,1225_tospeak,dbr,dbr,d b r,,,227,,^ d b r $,default
hebrew-1227_wordmatter-1,,hebrew,1227_wordmatter,dābār,daːbaːr,d aː b aː r,,,227,,^ d aː b aː r $,default
deiralla-1228_wordhespoke-1,,deiralla,1228_wordhespoke,dbr,dbr,d b r,,,227,,^ d b r $,default
officialaramaic-1227_wordmatter-1,,officialaramaic,1227_wordmatter,dbr,dbr,d b r,,,227,,^ d b r $,default
pc-1229_grain-1,,pc,1229_grain,*dagan-,dagan-,d a g a n,,,228,,^ d a g a n - $,default
ugaritic-1230_grainwheat-1,,ugaritic,1230_grainwheat,dgn,dgn,d g n,,,228,,^ d g n $,default
phoenician-1229_grain-1,,phoenician,1229_grain,dgn,dgn,d g n,,,228,,^ d g n $,default
hebrew-1231_corngrain-1,,hebrew,1231_corngrain,dāgān,daːgaːn,d aː g aː n,,,228,,^ d aː g aː n $,default
oldaramaic-1229_grain-1,,oldaramaic,1229_grain,dgn,dgn,d g n,,,228,,^ d g n $,default
jewishpalestinianaramaic-1229_grain-1,,jewishpalestinianaramaic,1229_grain,dgn,dgn,d g n,,,228,,^ d g n $,default
pc-1232_roof-1,,pc,1232_roof,*gagg-,gagg-,g a g g,,,229,,^ g a g g - $,default
ugaritic-1232_roof-1,,ugaritic,1232_roof,gg,gg,g g,,,229,,^ g g $,default
hebrew-1232_roof-1,,hebrew,1232_roof,gāg,gaːg,g aː g,,,229,,^ g aː g $,default
pc-1233_torejoice-1,,pc,1233_torejoice,*gyl,gjl,g j l,,,230,,^ g j l $,default
ugaritic-1233_torejoice-1,,ugaritic,1233_torejoice,gl,gl,g l,,,230,,^ g l $,default
