ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
ps-1_dog-1,,ps,1_dog,*kalb-,kalb-,k a l b,,,1,,^ k a l b - $,default
akkadian-1_dog-1,,akkadian,1_dog,kalbu,kalbu,k a l b u,,,1,,^ k a l b u $,default
ugaritic-1_dog-1,,ugaritic,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
phoenician-1_dog-1,,phoenician,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
hebrew-1_dog-1,,hebrew,1_dog,käläb,kælæb,k æ l æ b,,,1,,^ k æ l æ b $,default
officialaramaic-1_dog-1,,officialaramaic,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
hatran-1_dog-1,,hatran,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
jewishpalestinianaramaic-1_dog-1,,jewishpalestinianaramaic,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
christianpalestinianaramaic-1_dog-1,,christianpalestinianaramaic,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
samaritan-1_dog-1,,samaritan,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
jewishbabylonianaramaic-1_dog-1,,jewishbabylonianaramaic,1_dog,kalbā,kalbaː,k a l b aː,,,1,,^ k a l b aː $,default
syriac-1_dog-1,,syriac,1_dog,kalbā,kalbaː,k a l b aː,,,1,,^ k a l b aː $,default
mandaic-1_dog-1,,mandaic,1_dog,kalba,kalba,k a l b a,,,1,,^ k a l b a $,default
maalula-1_dog-1,,maalula,1_dog,ḫalpa,xalpa,x a l p a,,,1,,^ x a l p a $,default
mlahso-2_hunddog-1,,mlahso,2_hunddog,kalbo,kalbo,k a l b o,,,1,,^ k a l b o $,default
turoyo-2_hunddog-1,,turoyo,2_hunddog,kalbo,kalbo,k a l b o,,,1,,^ k a l b o $,default
arabic-1_dog-1,,arabic,1_dog,kalb-,kalb-,k a l b,,,1,,^ k a l b - $,default
sabaic-1_dog-1,,sabaic,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
hadramitic-1_dog-1,,hadramitic,1_dog,klb,klb,k l b,,,1,,^ k l b $,default
geez-1_dog-1,,geez,1_dog,kalb,kalb,k a l b,,,1,,^ k a l b $,default
tigre-1_dog-1,,tigre,1_dog,kälǝb,kælǝb,k æ l ə b,,,1,,^ k æ l ǝ b $,default
tigrinya-1_dog-1,,tigrinya,1_dog,kälbi,kælbi,k æ l b i,,,1,,^ k æ l b i $,default
amharic-1_dog-1,,amharic,1_dog,kälb,kælb,k æ l b,,,1,,^ k æ l b $,default
mehri-3_wolfdog-1,,mehri,3_wolfdog,kawb,kawb,k a w b,,,1,,^ k a w b $,default
jibbali-4_dogwolf-1,,jibbali,4_dogwolf,kób,kób,k ó b,,,1,,^ k ó b $,default
harsusi-3_wolfdog-1,,harsusi,3_wolfdog,kawb,kawb,k a w b,,,1,,^ k a w b $,default
soqotri-4_dogwolf-1,,soqotri,4_dogwolf,kaḷb,kaḷb,k a l̩ b,,,1,,^ k a ḷ b $,default
ps-5_all-1,,ps,5_all,*kal-/*kull-,kal-,k a l,,,2,,^ k a l - $,default
akkadian-5_all-1,,akkadian,5_all,kalû,kalû,k a l û,,,2,,^ k a l û $,default
ugaritic-5_all-1,,ugaritic,5_all,kl,kl,k l,,,2,,^ k l $,default
hebrew-6_allthewholeeveryone-1,,hebrew,6_allthewholeeveryone,kōl,koːl,k oː l,,,2,,^ k oː l $,default
jewishbabylonianaramaic-5_all-1,,jewishbabylonianaramaic,5_all,kullā,kullaː,k u l l aː,,,2,,^ k u l l aː $,default
syriac-7_alleverysomuch-1,,syriac,7_alleverysomuch,kul,kul,k u l,,,2,,^ k u l $,default
mandaic-5_all-1,,mandaic,5_all,kul,kul,k u l,,,2,,^ k u l $,default
turoyo-8_jederjedealleganzeachallwhole-1,,turoyo,8_jederjedealleganzeachallwhole,kul,kul,k u l,,,2,,^ k u l $,default
arabic-9_allanyone-1,,arabic,9_allanyone,kull-,kull-,k u l l,,,2,,^ k u l l - $,default
geez-5_all-1,,geez,5_all,kʷəll,kʷəll,kʷ ə l l,,,2,,^ kʷ ə l l $,default
tigre-5_all-1,,tigre,5_all,kəl,kəl,k ə l,,,2,,^ k ə l $,default
tigrinya-5_all-1,,tigrinya,5_all,kʷəllu,kʷəllu,kʷ ə l l u,,,2,,^ kʷ ə l l u $,default
amharic-5_all-1,,amharic,5_all,hullu,hullu,h u l l u,,,2,,^ h u l l u $,default
harari-5_all-1,,harari,5_all,kullu-,kullu-,k u l l u,,,2,,^ k u l l u - $,default
soddo-5_all-1,,soddo,5_all,kull-əm,kull-əm,k u l l ə m,,,2,,^ k u l l - ə m $,default
mehri-10_allwhoever-1,,mehri,10_allwhoever,kāl,kaːl,k aː l,,,2,,^ k aː l $,default
jibbali-5_all-1,,jibbali,5_all,kɔ(h)l,kɔl,k ɔ l,,,2,,^ k ɔ l $,default
soqotri-11_eachevery-1,,soqotri,11_eachevery,kaḷ,kaḷ,k a l̩,,,2,,^ k a ḷ $,default
ps-12_toassemble-1,,ps,12_toassemble,*pḫr,pxr,p x r,,,3,,^ p x r $,default
akkadian-13_toassembletocongregatetogathercollect-1,,akkadian,13_toassembletocongregatetogathercollect,paḫāru,paxaːru,p a x aː r u,,,3,,^ p a x aː r u $,default
ugaritic-14_assembly-1,,ugaritic,14_assembly,pḫr,pxr,p x r,,,3,,^ p x r $,default
ugaritic-15_wholetotality-1,,ugaritic,15_wholetotality,pḫyr,pxjr,p x j r,,,3,,^ p x j r $,default
phoenician-14_assembly-1,,phoenician,14_assembly,mpḥrt,mpħrt,m p ħ r t,,,3,,^ m p ħ r t $,default
palmyrean-16_assemblybanquet-1,,palmyrean,16_assemblybanquet,pḥr,pħr,p ħ r,,,3,,^ p ħ r $,default
hatran-16_assemblybanquet-1,,hatran,16_assemblybanquet,pḥr,pħr,p ħ r,,,3,,^ p ħ r $,default
syriac-17_banquet-1,,syriac,17_banquet,puḥrā,puħraː,p u ħ r aː,,,3,,^ p u ħ r aː $,default
mandaic-18_feastbanquet-1,,mandaic,18_feastbanquet,puhra,puhra,p u h r a,,,3,,^ p u h r a $,default
arabic-19_toboasttoglory-1,,arabic,19_toboasttoglory,fḫr,fxr,f x r,,,3,,^ f x r $,default
arabic-20_ashecamelgreatintheudderbuthavinglittlemilkapalmtreegreatinthetrunkthickinthebranchesahousegreatintheyardandlongtherein-1,,arabic,20_ashecamelgreatintheudderbuthavinglittlemilkapalmtreegreatinthetrunkthickinthebranchesahousegreatintheyardandlongtherein,faḫūr-,faxuːr-,f a x uː r,,,3,,^ f a x uː r - $,default
qatabanian-21_toenterintopartnershiptoassociatewith-1,,qatabanian,21_toenterintopartnershiptoassociatewith,f-t-ḫr,f-t-xr,f t x r,,,3,,^ f - t - x r $,default
geez-22_toengagetobetrothtoespouse-1,,geez,22_toengagetobetrothtoespouse,faḫara,faxara,f a x a r a,,,3,,^ f a x a r a $,default
mehri-23_together-1,,mehri,23_together,fáḫrəh,fáxrəh,f á x r ə h,,,3,,^ f á x r ə h $,default
jibbali-23_together-1,,jibbali,23_together,fáḫrəh,fáxrəh,f á x r ə h,,,3,,^ f á x r ə h $,default
soqotri-5_all-1,,soqotri,5_all,fáḥre,fáħre,f á ħ r e,,,3,,^ f á ħ r e $,default
ps-24_tobite-1,,ps,24_tobite,*nṯk/*nkṯ,nθk,n θ k,,,4,,^ n θ k $,default
akkadian-24_tobite-1,,akkadian,24_tobite,našāku,naʃaːku,n a ʃ aː k u,,,4,,^ n a ʃ aː k u $,default
ebla-24_tobite-1,,ebla,24_tobite,na-ša-gúm /naṯākum/,na-ʃa-gúm,n a ʃ a g ú m,,,4,,^ n a - ʃ a - g ú m $,default
ugaritic-24_tobite-1,,ugaritic,24_tobite,nṯk,nθk,n θ k,,,4,,^ n θ k $,default
hebrew-24_tobite-1,,hebrew,24_tobite,nšk,nʃk,n ʃ k,,,4,,^ n ʃ k $,default
jewishbabylonianaramaic-24_tobite-1,,jewishbabylonianaramaic,24_tobite,nkt,nkt,n k t,,,4,,^ n k t $,default
syriac-25_tobitetoinciteprovoke-1,,syriac,25_tobitetoinciteprovoke,nkt,nkt,n k t,,,4,,^ n k t $,default
mandaic-24_tobite-1,,mandaic,24_tobite,nkt,nkt,n k t,,,4,,^ n k t $,default
turoyo-26_ibeissentobite-1,,turoyo,26_ibeissentobite,nkt,nkt,n k t,,,4,,^ n k t $,default
arabic-27_toundotountwisttodissolvetobreakacovenant-1,,arabic,27_toundotountwisttodissolvetobreakacovenant,nkṯ,nkθ,n k θ,,,4,,^ n k θ $,default
sabaic-28_toremovesomethingfromitsplace-1,,sabaic,28_toremovesomethingfromitsplace,nkṯ,nkθ,n k θ,,,4,,^ n k θ $,default
minaean-29_abrogation-1,,minaean,29_abrogation,mnkṯt,mnkθt,m n k θ t,,,4,,^ m n k θ t $,default
qatabanian-30_onewhoviolatesviolation-1,,qatabanian,30_onewhoviolatesviolation,mnkṯ,mnkθ,m n k θ,,,4,,^ m n k θ $,default
geez-24_tobite-1,,geez,24_tobite,nasaka,nasaka,n a s a k a,,,4,,^ n a s a k a $,default
tigre-24_tobite-1,,tigre,24_tobite,näkšä,nækʃæ,n æ k ʃ æ,,,4,,^ n æ k ʃ æ $,default
tigrinya-24_tobite-1,,tigrinya,24_tobite,näkäsä,nækæsæ,n æ k æ s æ,,,4,,^ n æ k æ s æ $,default
amharic-24_tobite-1,,amharic,24_tobite,näkkäsä,nækkæsæ,n æ k k æ s æ,,,4,,^ n æ k k æ s æ $,default
harari-24_tobite-1,,harari,24_tobite,näxäsä,næxæsæ,n æ x æ s æ,,,4,,^ n æ x æ s æ $,default
soddo-24_tobite-1,,soddo,24_tobite,näkkäsä,nækkæsæ,n æ k k æ s æ,,,4,,^ n æ k k æ s æ $,default
mehri-24_tobite-1,,mehri,24_tobite,nəṯk,nəθk,n ə θ k,,,4,,^ n ə θ k $,default
jibbali-31_tomakeafalseoath-1,,jibbali,31_tomakeafalseoath,nkɔṯ,nkɔθ,n k ɔ θ,,,4,,^ n k ɔ θ $,default
harsusi-24_tobite-1,,harsusi,24_tobite,neṯōk,neθoːk,n e θ oː k,,,4,,^ n e θ oː k $,default
ps-32_blood-1,,ps,32_blood,"*dam-, *ˀa-dam-",dam-,d a m,,,5,,^ d a m - $,default
akkadian-32_blood-1,,akkadian,32_blood,damu,damu,d a m u,,,5,,^ d a m u $,default
ugaritic-32_blood-1,,ugaritic,32_blood,dm,dm,d m,,,5,,^ d m $,default
hebrew-32_blood-1,,hebrew,32_blood,dām,daːm,d aː m,,,5,,^ d aː m $,default
officialaramaic-32_blood-1,,officialaramaic,32_blood,dm,dm,d m,,,5,,^ d m $,default
jewishpalestinianaramaic-32_blood-1,,jewishpalestinianaramaic,32_blood,ˀdm,ʔdm,ʔ d m,,,5,,^ ʔ d m $,default
christianpalestinianaramaic-32_blood-1,,christianpalestinianaramaic,32_blood,"ˀdm, det. ˀdmˀ, ˀydmˀ, dmˀ",ʔdm,ʔ d m,,,5,,^ ʔ d m $,default
samaritan-32_blood-1,,samaritan,32_blood,ˀdm,ʔdm,ʔ d m,,,5,,^ ʔ d m $,default
jewishbabylonianaramaic-32_blood-1,,jewishbabylonianaramaic,32_blood,dmā,dmaː,d m aː,,,5,,^ d m aː $,default
syriac-32_blood-1,,syriac,32_blood,dmā,dmaː,d m aː,,,5,,^ d m aː $,default
mandaic-32_blood-1,,mandaic,32_blood,"dma, zma, adma, ˁzma",dma,d m a,,,5,,^ d m a $,default
mlahso-33_blutblood-1,,mlahso,33_blutblood,dmo,dmo,d m o,,,5,,^ d m o $,default
turoyo-34_blutblood-1,,turoyo,34_blutblood,admo,admo,a d m o,,,5,,^ a d m o $,default
arabic-32_blood-1,,arabic,32_blood,dam­-,dam-,d a m,,,5,,^ d a m - $,default
sabaic-32_blood-1,,sabaic,32_blood,dm,dm,d m,,,5,,^ d m $,default
geez-32_blood-1,,geez,32_blood,dam,dam,d a m,,,5,,^ d a m $,default
tigre-32_blood-1,,tigre,32_blood,"däm, dämät",dæm,d æ m,,,5,,^ d æ m $,default
tigrinya-32_blood-1,,tigrinya,32_blood,däm,dæm,d æ m,,,5,,^ d æ m $,default
amharic-32_blood-1,,amharic,32_blood,däm,dæm,d æ m,,,5,,^ d æ m $,default
harari-32_blood-1,,harari,32_blood,däm,dæm,d æ m,,,5,,^ d æ m $,default
gurage-32_blood-1,,gurage,32_blood,däm,dæm,d æ m,,,5,,^ d æ m $,default
ps-35_todie-1,,ps,35_todie,*mwt,mwt,m w t,,,6,,^ m w t $,default
akkadian-35_todie-1,,akkadian,35_todie,mâtu,mâtu,m â t u,,,6,,^ m â t u $,default
ugaritic-35_todie-1,,ugaritic,35_todie,mt,mt,m t,,,6,,^ m t $,default
hebrew-35_todie-1,,hebrew,35_todie,mwt,mwt,m w t,,,6,,^ m w t $,default
samalian-35_todie-1,,samalian,35_todie,mwt/myt,mwt,m w t,,,6,,^ m w t $,default
oldaramaic-35_todie-1,,oldaramaic,35_todie,mwt/myt,mwt,m w t,,,6,,^ m w t $,default
officialaramaic-35_todie-1,,officialaramaic,35_todie,mwt/myt,mwt,m w t,,,6,,^ m w t $,default
palmyrean-35_todie-1,,palmyrean,35_todie,mwt/myt,mwt,m w t,,,6,,^ m w t $,default
nabataean-35_todie-1,,nabataean,35_todie,mwt/myt,mwt,m w t,,,6,,^ m w t $,default
hatran-35_todie-1,,hatran,35_todie,mwt/myt,mwt,m w t,,,6,,^ m w t $,default
jewishpalestinianaramaic-35_todie-1,,jewishpalestinianaramaic,35_todie,mwt,mwt,m w t,,,6,,^ m w t $,default
jewishbabylonianaramaic-35_todie-1,,jewishbabylonianaramaic,35_todie,mwt,mwt,m w t,,,6,,^ m w t $,default
syriac-35_todie-1,,syriac,35_todie,mwt,mwt,m w t,,,6,,^ m w t $,default
mandaic-35_todie-1,,mandaic,35_todie,mut,mut,m u t,,,6,,^ m u t $,default
turoyo-36_isterbentodie-1,,turoyo,36_isterbentodie,myṯ,mjθ,m j θ,,,6,,^ m j θ $,default
sabaic-35_todie-1,,sabaic,35_todie,mwt,mwt,m w t,,,6,,^ m w t $,default
geez-35_todie-1,,geez,35_todie,mota,mota,m o t a,,,6,,^ m o t a $,default
tigre-35_todie-1,,tigre,35_todie,motä,motæ,m o t æ,,,6,,^ m o t æ $,default
tigrinya-35_todie-1,,tigrinya,35_todie,motä,motæ,m o t æ,,,6,,^ m o t æ $,default
amharic-35_todie-1,,amharic,35_todie,motä,motæ,m o t æ,,,6,,^ m o t æ $,default
harari-35_todie-1,,harari,35_todie,mōta,moːta,m oː t a,,,6,,^ m oː t a $,default
selti-35_todie-1,,selti,35_todie,mōtä,moːtæ,m oː t æ,,,6,,^ m oː t æ $,default
wolane-35_todie-1,,wolane,35_todie,motä,motæ,m o t æ,,,6,,^ m o t æ $,default
zway-35_todie-1,,zway,35_todie,mūtä,muːtæ,m uː t æ,,,6,,^ m uː t æ $,default
ezha-35_todie-1,,ezha,35_todie,mʷätä,mʷætæ,mʷ æ t æ,,,6,,^ mʷ æ t æ $,default
endegen-35_todie-1,,endegen,35_todie,mōdä,moːdæ,m oː d æ,,,6,,^ m oː d æ $,default
ennemor-35_todie-1,,ennemor,35_todie,mōdä,moːdæ,m oː d æ,,,6,,^ m oː d æ $,default
gyeto-35_todie-1,,gyeto,35_todie,mōtä,moːtæ,m oː t æ,,,6,,^ m oː t æ $,default
muher-35_todie-1,,muher,35_todie,mʷätä,mʷætæ,mʷ æ t æ,,,6,,^ mʷ æ t æ $,default
masqan-35_todie-1,,masqan,35_todie,mʷätä,mʷætæ,mʷ æ t æ,,,6,,^ mʷ æ t æ $,default
gogot-35_todie-1,,gogot,35_todie,mʷätä,mʷætæ,mʷ æ t æ,,,6,,^ mʷ æ t æ $,default
soddo-35_todie-1,,soddo,35_todie,motä,motæ,m o t æ,,,6,,^ m o t æ $,default
mehri-37_todietobeeclipsed-1,,mehri,37_todietobeeclipsed,mōt,moːt,m oː t,,,6,,^ m oː t $,default
jibbali-38_toputtodeath-1,,jibbali,38_toputtodeath,emyét,emjét,e m j é t,,,6,,^ e m j é t $,default
jibbali-39_death-1,,jibbali,39_death,mít,mít,m í t,,,6,,^ m í t $,default
harsusi-40_todietobenumb-1,,harsusi,40_todietobenumb,mōt,moːt,m oː t,,,6,,^ m oː t $,default
soqotri-39_death-1,,soqotri,39_death,mī,miː,m iː,,,6,,^ m iː $,default
ps-41_todrink-1,,ps,41_todrink,*šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
akkadian-41_todrink-1,,akkadian,41_todrink,šatû,ʃatû,ʃ a t û,,,7,,^ ʃ a t û $,default
ugaritic-41_todrink-1,,ugaritic,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
hebrew-41_todrink-1,,hebrew,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
jewishpalestinianaramaic-41_todrink-1,,jewishpalestinianaramaic,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
christianpalestinianaramaic-41_todrink-1,,christianpalestinianaramaic,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
samaritan-41_todrink-1,,samaritan,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
jewishbabylonianaramaic-41_todrink-1,,jewishbabylonianaramaic,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
syriac-42_todrinktobewateredtobeirrigated-1,,syriac,42_todrinktobewateredtobeirrigated,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
syriac-41_todrink-1,,syriac,41_todrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
mandaic-43_todrinkbesatisfied-1,,mandaic,43_todrinkbesatisfied,šta,ʃta,ʃ t a,,,7,,^ ʃ t a $,default
turoyo-44_itrinkentodrink-1,,turoyo,44_itrinkentodrink,šty,ʃtj,ʃ t j,,,7,,^ ʃ t j $,default
sabaic-45_libation-1,,sabaic,45_libation,ms₁ty,ms₁tj,m s ¹ t j,,,7,,^ m s ₁ t j $,default
geez-41_todrink-1,,geez,41_todrink,satya,satja,s a t j a,,,7,,^ s a t j a $,default
tigre-41_todrink-1,,tigre,41_todrink,säta,sæta,s æ t a,,,7,,^ s æ t a $,default
tigrinya-41_todrink-1,,tigrinya,41_todrink,sätäyä,sætæjæ,s æ t æ j æ,,,7,,^ s æ t æ j æ $,default
argobba-41_todrink-1,,argobba,41_todrink,šäčča,ʃæčča,ʃ æ č č a,,,7,,^ ʃ æ č č a $,default
harari-41_todrink-1,,harari,41_todrink,säča,sæča,s æ č a,,,7,,^ s æ č a $,default
ps-46_toirrigatetoquenchonesthirst-1,,ps,46_toirrigatetoquenchonesthirst,*šḳy,ʃqˤj,ʃ qˤ j,,,9,,^ ʃ qˤ j $,default
akkadian-47_togivedrinktowatertoirrigate-1,,akkadian,47_togivedrinktowatertoirrigate,šaḳû,ʃaqˤû,ʃ a qˤ û,,,9,,^ ʃ a qˤ û $,default
hebrew-48_niphiptoprovidedrinkfortoirrigate-1,,hebrew,48_niphiptoprovidedrinkfortoirrigate,šḳy,ʃqˤj,ʃ qˤ j,,,9,,^ ʃ qˤ j $,default
jewishpalestinianaramaic-49_aphtogivedrinktoirrigate-1,,jewishpalestinianaramaic,49_aphtogivedrinktoirrigate,šḳy,ʃqˤj,ʃ qˤ j,,,9,,^ ʃ qˤ j $,default
christianpalestinianaramaic-50_togivedrinktowaterirrigate-1,,christianpalestinianaramaic,50_togivedrinktowaterirrigate,šḳy (aph.),ʃqˤj,ʃ qˤ j,,,9,,^ ʃ qˤ j $,default
syriac-49_aphtogivedrinktoirrigate-1,,syriac,49_aphtogivedrinktoirrigate,šḳy,ʃqˤj,ʃ qˤ j,,,9,,^ ʃ qˤ j $,default
mandaic-51_togivedrinktogivewaterwater-1,,mandaic,51_togivedrinktogivewaterwater,šḳa,ʃqˤa,ʃ qˤ a,,,9,,^ ʃ qˤ a $,default
sabaic-52_toprovidewaterirrigateland-1,,sabaic,52_toprovidewaterirrigateland,sḳy,sqˤj,s qˤ j,,,9,,^ s qˤ j $,default
minaean-53_toprovideenoughwater-1,,minaean,53_toprovideenoughwater,s₁ḳy,s₁qˤj,s ¹ qˤ j,,,9,,^ s ₁ qˤ j $,default
qatabanian-53_toprovideenoughwater-1,,qatabanian,53_toprovideenoughwater,s₁ḳy,s₁qˤj,s ¹ qˤ j,,,9,,^ s ₁ qˤ j $,default
geez-53_toprovideenoughwater-1,,geez,53_toprovideenoughwater,saḳaya,saqˤaja,s a qˤ a j a,,,9,,^ s a qˤ a j a $,default
gurage-41_todrink-1,,gurage,41_todrink,säč̣ä,sæč̣æ,s æ č̣ æ,,,9,,^ s æ č̣ æ $,default
mehri-53_toprovideenoughwater-1,,mehri,53_toprovideenoughwater,həḳū,həqˤuː,h ə qˤ uː,,,9,,^ h ə qˤ uː $,default
mehri-41_todrink-1,,mehri,41_todrink,təḳ,təqˤ,t ə qˤ,,,9,,^ t ə qˤ $,default
jibbali-53_toprovideenoughwater-1,,jibbali,53_toprovideenoughwater,šéḳé,ʃéqˤé,ʃ é qˤ é,,,9,,^ ʃ é qˤ é $,default
jibbali-41_todrink-1,,jibbali,41_todrink,šúṣ̃i,ʃúsˤ̃i,ʃ ú s̃ˤ i,,,9,,^ ʃ ú sˤ̃ i $,default
soqotri-53_toprovideenoughwater-1,,soqotri,53_toprovideenoughwater,héṣ̌e,hésˤ̌e,h é sˤ̌ e,,,9,,^ h é sˤ̌ e $,default
soqotri-54_toirrigate-1,,soqotri,54_toirrigate,ʸháṣ̌e,ʸhásˤ̌e,ʲh á sˤ̌ e,,,9,,^ ʸh á sˤ̌ e $,default
ps-55_nailclaw-1,,ps,55_nailclaw,*ṯ̣ipr-,θˤipr-,θˤ i p r,,,10,,^ θˤ i p r - $,default
akkadian-56_claw-1,,akkadian,56_claw,ṣupru,sˤupru,sˤ u p r u,,,10,,^ sˤ u p r u $,default
hebrew-57_nail-1,,hebrew,57_nail,ṣippōrän,sˤippoːræn,sˤ i p p oː r æ n,,,10,,^ sˤ i p p oː r æ n $,default
biblicalaramaic-57_nail-1,,biblicalaramaic,57_nail,ṭipr-ṓhī,tˤipr-oː́hiː,tˤ i p r óː h iː,,,10,,^ tˤ i p r - oː́ h iː $,default
jewishpalestinianaramaic-57_nail-1,,jewishpalestinianaramaic,57_nail,ṭpr,tˤpr,tˤ p r,,,10,,^ tˤ p r $,default
jewishbabylonianaramaic-58_fingernailtoenail-1,,jewishbabylonianaramaic,58_fingernailtoenail,ṭuprā,tˤupraː,tˤ u p r aː,,,10,,^ tˤ u p r aː $,default
syriac-59_nailclawtalon-1,,syriac,59_nailclawtalon,ṭeprā,tˤepraː,tˤ e p r aː,,,10,,^ tˤ e p r aː $,default
mandaic-60_clawnail-1,,mandaic,60_clawnail,ṭupra,tˤupra,tˤ u p r a,,,10,,^ tˤ u p r a $,default
maalula-57_nail-1,,maalula,57_nail,ṭefra,tˤefra,tˤ e f r a,,,10,,^ tˤ e f r a $,default
hertevin-61_fingertoenail-1,,hertevin,61_fingertoenail,ṭepra,tˤepra,tˤ e p r a,,,10,,^ tˤ e p r a $,default
arabic-57_nail-1,,arabic,57_nail,ḏ̣ifr-,ðˤifr-,ðˤ i f r,,,10,,^ ðˤ i f r - $,default
geez-56_claw-1,,geez,56_claw,ṣəfr,sˤəfr,sˤ ə f r,,,10,,^ sˤ ə f r $,default
tigre-56_claw-1,,tigre,56_claw,ṣəfər,sˤəfər,sˤ ə f ə r,,,10,,^ sˤ ə f ə r $,default
tigrinya-56_claw-1,,tigrinya,56_claw,ṣəfri,sˤəfri,sˤ ə f r i,,,10,,^ sˤ ə f r i $,default
amharic-56_claw-1,,amharic,56_claw,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
argobba-62_fingernail-1,,argobba,62_fingernail,"č̣əfər, č̣ufər, ṭəfər",č̣əfər,č̣ ə f ə r,,,10,,^ č̣ ə f ə r $,default
harari-62_fingernail-1,,harari,62_fingernail,ṭifir,tˤifir,tˤ i f i r,,,10,,^ tˤ i f i r $,default
selti-62_fingernail-1,,selti,62_fingernail,ṭifər,tˤifər,tˤ i f ə r,,,10,,^ tˤ i f ə r $,default
wolane-62_fingernail-1,,wolane,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
zway-62_fingernail-1,,zway,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
gafat-62_fingernail-1,,gafat,62_fingernail,"ṣəfrä, č̣əfrä",sˤəfræ,sˤ ə f r æ,,,10,,^ sˤ ə f r æ $,default
chaha-62_fingernail-1,,chaha,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
ezha-62_fingernail-1,,ezha,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
endegen-62_fingernail-1,,endegen,62_fingernail,ˀə̃fər,ʔə̃fər,ʔ ə̃ f ə r,,,10,,^ ʔ ə̃ f ə r $,default
ennemor-62_fingernail-1,,ennemor,62_fingernail,ˀə̃fər,ʔə̃fər,ʔ ə̃ f ə r,,,10,,^ ʔ ə̃ f ə r $,default
gyeto-62_fingernail-1,,gyeto,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
muher-62_fingernail-1,,muher,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
masqan-62_fingernail-1,,masqan,62_fingernail,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
gogot-62_fingernail-1,,gogot,62_fingernail,"ṭäfər, ṭəfər",tˤæfər,tˤ æ f ə r,,,10,,^ tˤ æ f ə r $,default
soddo-63_fingernailclaw-1,,soddo,63_fingernailclaw,ṭəfər,tˤəfər,tˤ ə f ə r,,,10,,^ tˤ ə f ə r $,default
mehri-64_nailofafingerortoeclaw-1,,mehri,64_nailofafingerortoeclaw,ḏ̣fēr,ðˤfeːr,ðˤ f eː r,,,10,,^ ðˤ f eː r $,default
jibbali-65_fingerortoenail-1,,jibbali,65_fingerortoenail,ḏ̣ífέr,ðˤífɛr,ðˤ í f ɛ r,,,10,,^ ðˤ í f ɛ r $,default
harsusi-64_nailofafingerortoeclaw-1,,harsusi,64_nailofafingerortoeclaw,ḏ̣efīr,ðˤefiːr,ðˤ e f iː r,,,10,,^ ðˤ e f iː r $,default
soqotri-62_fingernail-1,,soqotri,62_fingernail,ṭífɛr,tˤífɛr,tˤ í f ɛ r,,,10,,^ tˤ í f ɛ r $,default
pws-66_tobeabundantwatertodrinkabundantly-1,,pws,66_tobeabundantwatertodrinkabundantly,*rwy,rwj,r w j,,,11,,^ r w j $,default
hebrew-67_todrinkonesfillberefreshed-1,,hebrew,67_todrinkonesfillberefreshed,rwy,rwj,r w j,,,11,,^ r w j $,default
syriac-68_todrinksatietytogetdrunk-1,,syriac,68_todrinksatietytogetdrunk,rwy,rwj,r w j,,,11,,^ r w j $,default
arabic-69_todrinkonesfillsatisfyonesthirst-1,,arabic,69_todrinkonesfillsatisfyonesthirst,rwy,rwj,r w j,,,11,,^ r w j $,default
sabaic-70_todrinkonesfill-1,,sabaic,70_todrinkonesfill,h-rwy,h-rwj,h r w j,,,11,,^ h - r w j $,default
sabaic-71_toprovidewatersupply-1,,sabaic,71_toprovidewatersupply,rwy,rwj,r w j,,,11,,^ r w j $,default
